Seriation_Number	Assemblage	3-3-6499414	1-1-4	0-8979257-51755	0-9199983-7948638	2877316-3-6778825	0-8438668-7948638	3-3-4	0-3-5545170	2-1190081-4597143	0-1-3	3-3-571571	1-1-7303685	0-4108200-7948638	0-1727504-7948638	1-9804472-4	2-5982450-4139302	2-5982450-4689096	2682058-7351496-6778825	3-2781075-4	4632024-3-4	5615473-1-2	3735482-3-4	6922544-7351496-6778825	3-3-7227717	435442-1-4	0-9199983-7462435	1-3-0	2631051-9698154-2	6922544-7351496-3334845	0-6295838-4	2-5573919-2	3-3-3066255	0-3-51755	6922544-2768874-6778825	5064582-1-2	0-3-4	0-3-6778825	2005861-1-2	6294144-3-4	2-1843540-2	0-397275-8806163	0-3-7948638	1-4-1	0-3-6240148	2-1-2	1529192-9199983-7948638	6922544-3-6778825	2-1-773611	1-1-9286512	0-397275-7948638	0-7434139-7948638	1-1-8999420	6884530-1-7303685	2631051-1-2	2-5982450-2	2-1-4597143	2-369943-2
106	assemblage-157-845	0	87	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	0	0	0	11	0	0	47	0	18	0	0	8

107	assemblage-431-697	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	211	0	7
107	assemblage-669-356	0	0	0	0	0	0	5	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	314	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	23
107	assemblage-672-983	0	278	0	0	0	0	0	0	0	39	0	140	0	0	5	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	10

108	assemblage-431-697	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	211	0	7
108	assemblage-669-356	0	0	0	0	0	0	5	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	314	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	23
108	assemblage-777-936	0	80	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	0	0	0	8	0	0	36	0	20	0	0	3

109	assemblage-431-697	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	211	0	7
109	assemblage-669-356	0	0	0	0	0	0	5	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	314	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	23
109	assemblage-698-984	0	281	0	0	0	0	0	0	0	55	0	108	0	0	9	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	20

110	assemblage-431-697	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	211	0	7
110	assemblage-431-667	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	33	0	0	0	0	91	0	0	14	0	0	0	0	0	122	0	0	0	2	0	17
110	assemblage-157-845	0	87	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	0	0	0	11	0	0	47	0	18	0	0	8

111	assemblage-431-697	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	211	0	7
111	assemblage-431-667	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	33	0	0	0	0	91	0	0	14	0	0	0	0	0	122	0	0	0	2	0	17
111	assemblage-672-983	0	278	0	0	0	0	0	0	0	39	0	140	0	0	5	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	10

112	assemblage-431-697	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	211	0	7
112	assemblage-431-667	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	33	0	0	0	0	91	0	0	14	0	0	0	0	0	122	0	0	0	2	0	17
112	assemblage-777-936	0	80	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	0	0	0	8	0	0	36	0	20	0	0	3

113	assemblage-431-697	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	211	0	7
113	assemblage-579-127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	13	0	25	0	0	281	0	26	0	0	0	0	0	0	0	0	0	13
113	assemblage-157-845	0	87	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	0	0	0	11	0	0	47	0	18	0	0	8

114	assemblage-431-697	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	211	0	7
114	assemblage-579-127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	13	0	25	0	0	281	0	26	0	0	0	0	0	0	0	0	0	13
114	assemblage-672-983	0	278	0	0	0	0	0	0	0	39	0	140	0	0	5	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	10

115	assemblage-431-697	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	211	0	7
115	assemblage-579-127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	13	0	25	0	0	281	0	26	0	0	0	0	0	0	0	0	0	13
115	assemblage-777-936	0	80	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	0	0	0	8	0	0	36	0	20	0	0	3

116	assemblage-431-697	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	211	0	7
116	assemblage-635-952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	23	0	27	0	0	0	0	0	0	0	11	0	13
116	assemblage-157-845	0	87	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	0	0	0	11	0	0	47	0	18	0	0	8

117	assemblage-431-697	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	211	0	7
117	assemblage-635-952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	23	0	27	0	0	0	0	0	0	0	11	0	13
117	assemblage-672-983	0	278	0	0	0	0	0	0	0	39	0	140	0	0	5	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	10

118	assemblage-431-697	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	211	0	7
118	assemblage-635-952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	23	0	27	0	0	0	0	0	0	0	11	0	13
118	assemblage-777-936	0	80	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	0	0	0	8	0	0	36	0	20	0	0	3

119	assemblage-431-697	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	211	0	7
119	assemblage-560-429	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	5	0	0	0	0	398	0	0	56	0	0	0	0	0	0	0	0	0	0	0	11
119	assemblage-157-845	0	87	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	0	0	0	11	0	0	47	0	18	0	0	8

120	assemblage-431-697	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	211	0	7
120	assemblage-560-429	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	5	0	0	0	0	398	0	0	56	0	0	0	0	0	0	0	0	0	0	0	11
120	assemblage-672-983	0	278	0	0	0	0	0	0	0	39	0	140	0	0	5	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	10

121	assemblage-431-697	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	211	0	7
121	assemblage-560-429	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	5	0	0	0	0	398	0	0	56	0	0	0	0	0	0	0	0	0	0	0	11
121	assemblage-777-936	0	80	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	0	0	0	8	0	0	36	0	20	0	0	3

122	assemblage-431-697	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	211	0	7
122	assemblage-980-599	6	0	0	0	0	0	341	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
122	assemblage-777-936	0	80	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	0	0	0	8	0	0	36	0	20	0	0	3

123	assemblage-431-697	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	211	0	7
123	assemblage-672-973	0	278	0	0	0	0	0	0	0	46	0	134	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	17
123	assemblage-157-845	0	87	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	0	0	0	11	0	0	47	0	18	0	0	8

124	assemblage-431-697	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	211	0	7
124	assemblage-672-973	0	278	0	0	0	0	0	0	0	46	0	134	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	17
124	assemblage-672-983	0	278	0	0	0	0	0	0	0	39	0	140	0	0	5	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	10

125	assemblage-431-697	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	211	0	7
125	assemblage-672-973	0	278	0	0	0	0	0	0	0	46	0	134	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	17
125	assemblage-777-936	0	80	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	0	0	0	8	0	0	36	0	20	0	0	3

126	assemblage-431-697	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	211	0	7
126	assemblage-672-973	0	278	0	0	0	0	0	0	0	46	0	134	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	17
126	assemblage-980-599	6	0	0	0	0	0	341	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5

127	assemblage-431-697	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	211	0	7
127	assemblage-699-477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	140	0	0	28
127	assemblage-157-845	0	87	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	0	0	0	11	0	0	47	0	18	0	0	8

128	assemblage-431-697	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	211	0	7
128	assemblage-699-477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	140	0	0	28
128	assemblage-672-983	0	278	0	0	0	0	0	0	0	39	0	140	0	0	5	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	10

129	assemblage-431-697	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	211	0	7
129	assemblage-699-477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	140	0	0	28
129	assemblage-777-936	0	80	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	0	0	0	8	0	0	36	0	20	0	0	3

130	assemblage-431-697	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	211	0	7
130	assemblage-699-477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	140	0	0	28
130	assemblage-698-984	0	281	0	0	0	0	0	0	0	55	0	108	0	0	9	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	20

131	assemblage-431-697	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	211	0	7
131	assemblage-699-477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	140	0	0	28
131	assemblage-669-356	0	0	0	0	0	0	5	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	314	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	23

132	assemblage-431-697	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	211	0	7
132	assemblage-699-477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	140	0	0	28
132	assemblage-980-599	6	0	0	0	0	0	341	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5

133	assemblage-431-697	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	211	0	7
133	assemblage-699-477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	140	0	0	28
133	assemblage-672-973	0	278	0	0	0	0	0	0	0	46	0	134	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	17

